source,anchor,operative_outcome,recommended_destination,required_superior_delegation,duplicated_safeguards_cross_reference_risks,preservation_scenarios,destination_code
draft/rules_draft.md,제38조(신고와 심사) ⑯,결정자는 사유·범위·기간을 당사자에게 알리고 7일마다 같은 방식으로 재검토한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.",independent reconsideration,DISC
draft/rules_draft.md,제38조(신고와 심사) ⑰,"보호조치는 30일을 넘길 수 없다. 연장이 필요하면 당사자에게 의견 기회를 준 뒤 원조치에 참여하지 않은 이해관계 없는 결정기구가 한 차례 30일 이내로 승인하며, 추가 연장은 총회가 정한다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation. Conflict/independence safeguard must remain attached to the decision it constrains.","conflicted decision-maker fallback; interim protection, review and expiry",DISC
draft/rules_draft.md,제38조(신고와 심사) ⑱,당사자는 언제든 축소·해제를 요청할 수 있고 원조치에 참여하지 않은 사람이 7일 안에 결정한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","ordinary operation; preserve actor, trigger, threshold, record and outcome",DISC
draft/rules_draft.md,제38조(신고와 심사) ⑲,외부기관 이관은 보호조치의 기한과 재검토를 정지시키지 않는다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","interim protection, review and expiry; independent reconsideration",DISC
draft/rules_draft.md,제38조(신고와 심사) ⑳,이 절차는 학교·수사·긴급기관의 지원을 받을 권리를 제한하지 않는다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","emergency action, notice, ratification and unwind",DISC
draft/rules_draft.md,제39조(결정과 재검토) ①,"임원회의는 경고, 해당 학기 내의 활동·시설·계정 제한 및 OB 징계를 무기명으로 결정한다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.",discipline due process and proportional sanctions,DISC
draft/rules_draft.md,제39조(결정과 재검토) ②,"총회는 직무 정지·손해 회복·제명을 무기명으로 결정하고, 제명은 특별의결로 한다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.","ordinary operation; preserve actor, trigger, threshold, record and outcome",DISC
draft/rules_draft.md,제39조(결정과 재검토) ③,결정은 인정 사실·근거·제재·기간·재검토 방법을 적어 당사자에게 통지한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ④,종료일이 없는 일시 제재는 학기 말에 끝난다. 제명·손해 회복·자산 반환은 효력을 유지한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑤,"대상자는 제재 통지 후 14일 안에 재검토를 요청할 수 있다. 신고자는 각하·종결 통지 후 14일 안에 재검토를 요청할 수 있다. 재검토 사유는 사실 오류·새 증거·중대한 절차 위반으로 한정하고, 한 차례만 요청할 수 있다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.",safe intake and external-reporting option; independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑥,각하·종결은 이해관계자를 제외한 임원회의가 재검토한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback; independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑦,"제재 재검토위원회는 제38조제2항의 대체 접수자 중 원결정·심사·보호조치에 참여하지 않았고 이해관계가 없는 사람 세 명을 우선순위에 따라 구성하며, 재검토 사유의 존재를 과반수로 결정한다.","GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.","conflicted decision-maker fallback; interim protection, review and expiry; independent reconsideration",DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑧,재검토 사유가 인정되면 원결정은 효력을 잃고 새 심사자와 결정기구가 다시 심사·결정한다. 제명 등 총회 전속사항은 재검토위원회의 보고를 붙여 새 총회가 다시 결정한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑨,제6항의 임원회의와 제7항의 재검토위원회는 요청일부터 21일 안에 이유와 결과를 통지한다. 적격 위원이 세 명 미만이면 총회가 외부의 중립적 조력자를 포함하여 부족한 위원을 정한다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.",independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑩,재검토는 원결정의 효력을 정지하지 않는다. 다만 회복하기 어려운 손해나 중대한 절차 하자가 예상되면 제6항의 임원회의나 제7항의 재검토위원회는 필요한 범위에서 효력을 임시 정지할 수 있다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",independent reconsideration,DISC
draft/rules_draft.md,제39조(결정과 재검토) ⑪,손해 회복은 객관적인 자료로 확인한 직접 손해와 합리적인 감가로 한정하고 산정 내역을 당사자에게 알린다. 책임이나 금액에 다툼이 있으면 서면 합의 또는 권한 있는 외부 절차의 확정 전에는 징수·상계하거나 다른 회원권의 조건으로 삼을 수 없다.,"GA subrule D — conduct, protection, discipline and review","Bylaws must define protected rights, sanction types, final decision bodies and appeal/review entitlement, and expressly delegate intake, interim protection, investigation, deadlines and review procedure to a GA-enacted disciplinary subrule.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",DISC
draft/rules_draft.md,제40조(회장 불신임·탄핵) ①,회장을 제외한 재적 임원은 회장이 중대한 비위나 반복적 직무 태만으로 신뢰를 잃은 경우 재적 임원 과반수의 참여와 참여자 과반수의 찬성으로 불신임·탄핵안을 발의할 수 있다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제40조(회장 불신임·탄핵) ②,직무대행자가 불신임·탄핵 절차를 진행한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제40조(회장 불신임·탄핵) ③,총회는 회장에게 소명 기회를 준 뒤 무기명 특별의결로 결정한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제40조(회장 불신임·탄핵) ④,불신임·탄핵안이 가결되면 회장은 즉시 회장직을 상실한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제40조(회장 불신임·탄핵) ⑤,다른 임원의 해임은 제14조에 따른다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제41조(세칙),"총회는 「SCSC 의사결정 세칙」, 「SCSC 지원금 및 재정집행 세칙」과 「법인으로 보는 단체 SCSC 운영 세칙」을 둔다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제42조(개정) ①,임원회의 또는 회원발의 정족수를 충족한 회원은 개정을 발의할 수 있다. 발의자는 현행 조문·개정 조문·이유·시행일·경과 조치를 총회 7일 전까지 공고해야 한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제42조(개정) ②,총회가 특별의결로 개정안을 의결하면 회장이 전문과 이력을 공포한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제43조(해산과 청산) ①,해산 총회는 해산일·청산 담당자·기간과 처리 원칙을 정한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,dissolution and recipient fallback,BYL
draft/rules_draft.md,제43조(해산과 청산) ②,총회가 청산 담당자를 정하지 않으면 회장과 회계가 공동으로 담당한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제43조(해산과 청산) ③,회장이나 회계가 직무를 수행할 수 없거나 이해관계가 있으면 임원회의가 대체 청산 담당자를 정한다. 적격 임원이 두 명 미만이면 총회가 정한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.,incapacity fallback; conflicted decision-maker fallback,BYL
draft/rules_draft.md,제43조(해산과 청산) ④,청산 담당자는 자산·계정·계약·채권·채무·제한 재원·세금·개인정보를 정리하고 필요한 신고를 한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.,safe intake and external-reporting option; contract authority and total-obligation review; restricted funds,BYL
draft/rules_draft.md,제43조(해산과 청산) ⑤,청산 담당자는 수입·지출·처분·이전 대상·완료일을 적은 최종 보고를 공개한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제43조(해산과 청산) ⑥,제한 재산은 그 조건에 따라 처리한다. 나머지 재산은 회원에게 분배하지 않고 총회가 정한 유사 목적 비영리단체 또는 서울대학교 학생단체에 이전한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제43조(해산과 청산) ⑦,총회가 수령 단체를 정하지 않거나 정한 단체가 수령을 거절하면 청산 담당자가 법령·학교 기준과 본회의 목적에 맞는 단체를 정하고 그 이유를 공개한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제44조(해석) ①,"회장은 집행에 필요한 잠정 해석을 할 수 있고, 그 이유와 적용 범위를 즉시 공개한다. 회원권·선거·징계 또는 총회 성립에 영향을 주는 잠정 해석은 14일 안에 총회의 확인을 받지 않으면 효력을 잃는다. 총회는 잠정 해석을 변경할 수 있다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.,"election eligibility, secrecy, verification, deadlock and challenge; discipline due process and proportional sanctions",BYL
draft/rules_draft.md,제44조(해석) ②,미비 사항은 규정 체계·본회의 목적·회원의 권리에 맞게 해석한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제44조(해석) ③,"제2항에 따라서도 정하기 어려운 사항은 상위 규정과 회원의 권리에 반하지 않는 범위에서 유사한 학생단체의 통상적인 운영 기준, 본회의 확립된 관례, 일반적인 상식과 사회 통념을 차례로 고려한다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제44조(해석) ④,제3항의 기준만으로 회원의 권리를 제한하거나 새로운 의무·권한·제재를 만들 수 없다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제1조(시행일),이 회칙은 2026년 8월 15일부터 시행한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제2조(기존 구성원) ①,시행 당시 OB는 OB로 본다. 해당 학기 등록을 마친 종전 구성원은 재적회원으로 본다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제2조(기존 구성원) ②,그 밖의 사람은 제7조에 따라 신청할 수 있다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제3조(기존 규정) ①,종전 회칙은 폐지한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제3조(기존 규정) ②,종전 세칙은 새 세칙 시행 전까지 이 회칙에 반하지 않는 범위에서 적용한다. 새 회칙과 세칙은 함께 의결·공포한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제4조(기존 결정과 임원) ①,"시행 당시 종전 규정에 따라 적법하게 이루어진 임명·위임·지정과 그 밖의 결정은 정해진 종료 시점 또는 새 결정으로 대체될 때까지 효력을 유지하되, 이 회칙에 반하는 부분은 시행일부터 적용하지 않는다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제4조(기존 결정과 임원) ②,"시행 당시 재직 중인 회장은 제25조에 따라 당선된 것으로, 그 밖의 임원은 제14조제1항에 따라 임명된 것으로 본다. 각자의 임기는 종전 규정에 따라 정해진 날에 끝난다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/subrules/A_decision_rules_draft.md,제1조(목적과 적용),"이 세칙은 「SCSC 회칙」 제41조에 따라 총회, 임원회의, 선거, TF 및 징계에 관한 대면·비대면 의사결정 절차를 정한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","election eligibility, secrecy, verification, deadlock and challenge; discipline due process and proportional sanctions",GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ①,"임원회의는 의결권자가 접근할 수 있는 주 공식 채널과 하나 이상의 예비 채널을 지정한다. 의결이 유효하려면 권한 있는 회의체가 공식 채널에 안건·선택지·대상·기간·방법·기준을 공고해야 한다. 공식 채널의 시스템 시각을 기준으로 하며, 사적 대화나 구두 합의는 추인 전까지 의결이 아니다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",official-channel outage/account compromise,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ②,주 채널에 장애가 발생하면 회장과 관리자가 예비 채널을 활성화한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",official-channel outage/account compromise,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ③,회장과 관리자 중 한 사람이 직무를 수행할 수 없으면 나머지 사람은 직무대행자 또는 이해관계 없는 임원 한 명과 함께 예비 채널을 활성화한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",incapacity fallback; conflicted decision-maker fallback; official-channel outage/account compromise,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ④,회장과 관리자 모두 직무를 수행할 수 없거나 주 채널 계정이 침해된 경우에는 이해관계 없는 임원 두 명이 예비 채널을 활성화한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.",incapacity fallback; conflicted decision-maker fallback; official-channel outage/account compromise,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ⑤,이해관계 없는 임원이 두 명 미만이면 직무대행자와 회원 다섯 명이 공동으로 활성화한다. 직무대행자도 없으면 회원발의 정족수를 충족한 회원이 공동으로 활성화한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ⑥,예비 채널을 활성화한 사람은 활성화 사유·시각·기간을 기록하고 7일 안에 임원회의나 총회의 추인을 받는다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.",official-channel outage/account compromise,GOV
draft/subrules/A_decision_rules_draft.md,제2조(공식 채널) ⑦,주 채널이 복구되면 기록을 주 채널로 옮긴다. 공고 기간과 의결 기준은 그대로 적용한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.",tested account recovery and backup,GOV
draft/subrules/A_decision_rules_draft.md,제3조(안건과 이해충돌) ①,안건에는 결정문·이유·비용·권한·시행일과 필요한 자료를 붙인다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제3조(안건과 이해충돌) ②,"참가자는 자신, 가족·동거인 또는 자신과 직접적인 경제·직무 이해관계가 있는 사람의 금전·직위·징계·계약에 관한 안건에서는 이해관계를 공개하고 회피한다. 정책에 관한 견해, 회원에게 공통된 이해 또는 후보자의 통상적인 선거권 행사는 직접 이해관계로 보지 않는다. 제척 전에는 대상자에게 사실관계를 설명할 기회를 주고, 대상자를 제외한 참가자 과반수로 결정한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.","conflicted decision-maker fallback; election eligibility, secrecy, verification, deadlock and challenge; discipline due process and proportional sanctions; contract authority and total-obligation review",GOV
draft/subrules/A_decision_rules_draft.md,제3조(안건과 이해충돌) ③,제5조제3항에 따른 안건 또는 임원의 임면을 다룰 때 이해관계 없는 임원이 두 명 미만이면 그 안건을 총회에 회부한다. 다만 안전이나 회복하기 어려운 손실을 막는 최소 조치는 제10조에 따라 할 수 있다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,GOV
draft/subrules/A_decision_rules_draft.md,제4조(총회 진행) ①,"회장이 총회를 진행한다. 회장이 부재하거나 이해관계가 있으면 직무대행자가 진행하고, 직무대행자도 진행할 수 없으면 총회가 정한 임시의장이 진행한다. 의장은 설명·질의·토론·수정안 확인 후 최종안을 표결한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Conflict/independence safeguard must remain attached to the decision it constrains.",conflicted decision-maker fallback,GOV
draft/subrules/A_decision_rules_draft.md,제4조(총회 진행) ②,"실시간 총회에서는 표결 참가자를, 기간투표에서는 유효한 선택이나 기권을 표시한 사람을 참여자로 본다. 공고에는 재적회원 수와 총회 성립 정족수를 적는다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/subrules/A_decision_rules_draft.md,제4조(총회 진행) ③,"기간투표는 명부·안건 확정, 사전 토론, 최종안 공고, 투표, 결과 판단 순으로 한다. 투표 중 결정 내용이나 적용 범위가 바뀌면 최종안을 다시 공고하고 투표한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
